Assembly	Level	WGS	BioSample	Taxonomy	RUG
GCA_902769195.1	Contig	CACXOG000000000	SAMEA6149582	uncultured Prevotellaceae bacterium	RUG11448
GCA_902769385.1	Scaffold	CACXPB000000000	SAMEA6149597	uncultured Prevotellaceae bacterium	RUG11463
GCA_902768785.1	Scaffold	CACXMM000000000	SAMEA6149526	uncultured Prevotellaceae bacterium	RUG11392
GCA_902769025.1	Scaffold	CACXNM000000000	SAMEA6149557	uncultured Prevotellaceae bacterium	RUG11423
GCA_902765745.1	Scaffold	CACXAZ000000000	SAMEA6149229	uncultured Prevotellaceae bacterium	RUG11095
GCA_902765585.1	Scaffold	CACXAG000000000	SAMEA6149205	uncultured Prevotellaceae bacterium	RUG11071
GCA_902765375.1	Scaffold	CACWZF000000000	SAMEA6149189	uncultured Prevotellaceae bacterium	RUG11055
GCA_902766565.1	Contig	CACXDZ000000000	SAMEA6149308	uncultured Prevotellaceae bacterium	RUG11174
GCA_902766535.1	Contig	CACXDU000000000	SAMEA6149301	uncultured Prevotellaceae bacterium	RUG11167
GCA_902766505.1	Contig	CACXDY000000000	SAMEA6149311	uncultured Prevotellaceae bacterium	RUG11177
GCA_902764225.1	Scaffold	CACWVA000000000	SAMEA6149075	uncultured Prevotellaceae bacterium	RUG10941
GCA_902764835.1	Scaffold	CACWXN000000000	SAMEA6149137	uncultured Prevotellaceae bacterium	RUG11003
GCA_902775195.1	Scaffold	CACYLQ000000000	SAMEA6150188	uncultured Pseudobutyrivibrio sp.	RUG12053
GCA_902759735.1	Contig	CACWDT000000000	SAMEA6148625	uncultured Pseudomonadota bacterium	RUG10492
GCA_902776925.1	Contig	CACYRR000000000	SAMEA6150349	uncultured Pseudomonadota bacterium	RUG12214
GCA_902776515.1	Scaffold	CACYQE000000000	SAMEA6150307	uncultured Pseudomonadota bacterium	RUG12172
GCA_902780085.1	Scaffold	CACZEE000000000	SAMEA6150673	uncultured Pseudomonadota bacterium	RUG12537
GCA_902783675.1	Contig	CACZRW000000000	SAMEA6151036	uncultured Pseudomonadota bacterium	RUG12900
GCA_902784285.1	Scaffold	CACZUL000000000	SAMEA6151092	uncultured Pseudomonadota bacterium	RUG12956
GCA_902784345.1	Scaffold	CACZUD000000000	SAMEA6151094	uncultured Pseudomonadota bacterium	RUG12958
GCA_902784055.1	Scaffold	CACZTP000000000	SAMEA6151076	uncultured Pseudomonadota bacterium	RUG12940
GCA_902785935.1	Scaffold	CADAAN000000000	SAMEA6151258	uncultured Pseudomonadota bacterium	RUG13121
GCA_902785275.1	Scaffold	CACZYB000000000	SAMEA6151198	uncultured Pseudomonadota bacterium	RUG13061
GCA_902785395.1	Contig	CACZYM000000000	SAMEA6151207	uncultured Pseudomonadota bacterium	RUG13070
GCA_902781465.1	Scaffold	CACZJK000000000	SAMEA6150811	uncultured Pseudomonadota bacterium	RUG12675
GCA_902788485.1	Scaffold	CADAKI000000000	SAMEA6151512	uncultured Pseudomonadota bacterium	RUG13375
GCA_902787665.1	Scaffold	CADAHF000000000	SAMEA6151429	uncultured Pseudomonadota bacterium	RUG13292
GCA_902788365.1	Scaffold	CADAJN000000000	SAMEA6151499	uncultured Pseudomonadota bacterium	RUG13362
GCA_902787305.1	Contig	CADAFS000000000	SAMEA6151393	uncultured Pseudomonadota bacterium	RUG13256
GCA_902790255.1	Scaffold	CADARG000000000	SAMEA6151691	uncultured Pseudomonadota bacterium	RUG13554
GCA_902790415.1	Scaffold	CADARU000000000	SAMEA6151705	uncultured Pseudomonadota bacterium	RUG13568
GCA_902795615.1	Contig	CADBLQ000000000	SAMEA6152225	uncultured Pseudomonadota bacterium	RUG14087
GCA_902795435.1	Scaffold	CADBLE000000000	SAMEA6152208	uncultured Pseudomonadota bacterium	RUG14070
GCA_902795465.1	Contig	CADBLH000000000	SAMEA6152211	uncultured Pseudomonadota bacterium	RUG14073
GCA_902795745.1	Contig	CADBMG000000000	SAMEA6152232	uncultured Pseudomonadota bacterium	RUG14094
GCA_902796625.1	Contig	CADBPX000000000	SAMEA6152332	uncultured Pseudomonadota bacterium	RUG14194
GCA_902796345.1	Contig	CADBOF000000000	SAMEA6152290	uncultured Pseudomonadota bacterium	RUG14152
GCA_902796155.1	Contig	CADBNZ000000000	SAMEA6152283	uncultured Pseudomonadota bacterium	RUG14145
GCA_902796745.1	Contig	CADBQC000000000	SAMEA6152330	uncultured Pseudomonadota bacterium	RUG14192
GCA_902796765.1	Contig	CADBQH000000000	SAMEA6152346	uncultured Pseudomonadota bacterium	RUG14208
GCA_902797315.1	Contig	CADBSM000000000	SAMEA6152390	uncultured Pseudomonadota bacterium	RUG14252
GCA_902793435.1	Contig	CADBDF000000000	SAMEA6152008	uncultured Pseudomonadota bacterium	RUG13870
GCA_902793695.1	Scaffold	CADBEI000000000	SAMEA6152039	uncultured Pseudomonadota bacterium	RUG13901
GCA_902802115.1	Scaffold	CADCKW000000000	SAMEA6152885	uncultured Pseudomonadota bacterium	RUG14746
GCA_902801125.1	Scaffold	CADCGT000000000	SAMEA6152775	uncultured Pseudomonadota bacterium	RUG14636
GCA_902799835.1	Contig	CADCCF000000000	SAMEA6152649	uncultured Pseudomonadota bacterium	RUG14511
GCA_902799545.1	Scaffold	CADCAM000000000	SAMEA6152619	uncultured Pseudomonadota bacterium	RUG14481
GCA_902799285.1	Scaffold	CADCAA000000000	SAMEA6152594	uncultured Pseudomonadota bacterium	RUG14456
GCA_902798205.1	Scaffold	CADBVV000000000	SAMEA6152482	uncultured Pseudomonadota bacterium	RUG14344
GCA_902798535.1	Scaffold	CADBWU000000000	SAMEA6152512	uncultured Pseudomonadota bacterium	RUG14374
GCA_902769055.1	Scaffold	CACXNL000000000	SAMEA6149554	uncultured Pseudomonadota bacterium	RUG11420
GCA_902767055.1	Contig	CACXFX000000000	SAMEA6149355	uncultured Pseudomonadota bacterium	RUG11221
GCA_902772645.1	Contig	CACYBM000000000	SAMEA6149927	uncultured Pseudomonadota bacterium	RUG11792
GCA_902773285.1	Contig	CACYDS000000000	SAMEA6149987	uncultured Pseudomonadota bacterium	RUG11852
GCA_902774285.1	Contig	CACYHO000000000	SAMEA6150084	uncultured Pseudomonadota bacterium	RUG11949
GCA_902774305.1	Scaffold	CACYHY000000000	SAMEA6150098	uncultured Pseudomonadota bacterium	RUG11963
GCA_902771095.1	Contig	CACXVH000000000	SAMEA6149770	uncultured Pseudomonadota bacterium	RUG11635
GCA_902771535.1	Contig	CACXWU000000000	SAMEA6149810	uncultured Pseudomonadota bacterium	RUG11675
GCA_902771695.1	Scaffold	CACXXP000000000	SAMEA6149827	uncultured Pseudomonadota bacterium	RUG11692
GCA_902761535.1	Scaffold	CACWKS000000000	SAMEA6148805	uncultured Pseudomonadota bacterium	RUG10672
GCA_902761495.1	Scaffold	CACWKL000000000	SAMEA6148798	uncultured Pseudomonadota bacterium	RUG10665
GCA_902762295.1	Scaffold	CACWNX000000000	SAMEA6148880	uncultured Pseudomonadota bacterium	RUG10747
GCA_902763905.1	Scaffold	CACWUA000000000	SAMEA6149052	uncultured Pseudomonadota bacterium	RUG10918
GCA_902764155.1	Scaffold	CACWUW000000000	SAMEA6149069	uncultured Pseudomonadota bacterium	RUG10935
GCA_902763535.1	Scaffold	CACWSG000000000	SAMEA6149007	uncultured Pseudomonadota bacterium	RUG10873
GCA_902763155.1	Scaffold	CACWQS000000000	SAMEA6148972	uncultured Pseudomonadota bacterium	RUG10838
GCA_902759945.1	Contig	CACWER000000000	SAMEA6148638	uncultured Pseudomonadota bacterium	RUG10505
GCA_902756645.1	Contig	CACVRP000000000	SAMEA6148314	uncultured Pseudomonadota bacterium	RUG10181
GCA_902755675.1	Scaffold	CACVOE000000000	SAMEA6148229	uncultured Pseudomonadota bacterium	RUG10096
GCA_902755625.1	Scaffold	CACVOC000000000	SAMEA6148226	uncultured Pseudomonadota bacterium	RUG10093
GCA_902763185.1	Scaffold	CACWQT000000000	SAMEA6148963	uncultured Rhodospirillales bacterium	RUG10829
GCA_902761715.1	Contig	CACWLK000000000	SAMEA6148824	uncultured Rhodospirillales bacterium	RUG10691
GCA_902795665.1	Contig	CADBMA000000000	SAMEA6152228	uncultured Rhodospirillales bacterium	RUG14090
GCA_902778645.1	Scaffold	CACYYO000000000	SAMEA6150532	uncultured Rhodospirillales bacterium	RUG12396
GCA_902777205.1	Scaffold	CACYSU000000000	SAMEA6150381	uncultured Rhodospirillales bacterium	RUG12246
GCA_902776415.1	Scaffold	CACYPY000000000	SAMEA6150305	uncultured Ruminobacter sp.	RUG12170
GCA_902757375.1	Scaffold	CACVUR000000000	SAMEA6148381	uncultured Ruminobacter sp.	RUG10248
GCA_902764345.1	Scaffold	CACWVT000000000	SAMEA6149082	uncultured Ruminobacter sp.	RUG10948
GCA_902764715.1	Scaffold	CACWXE000000000	SAMEA6149122	uncultured Ruminococcus sp.	RUG10988
GCA_902766745.1	Contig	CACXES000000000	SAMEA6149323	uncultured Ruminococcus sp.	RUG11189
GCA_902766585.1	Contig	CACXDV000000000	SAMEA6149306	uncultured Ruminococcus sp.	RUG11172
GCA_902766575.1	Contig	CACXED000000000	SAMEA6149305	uncultured Ruminococcus sp.	RUG11171
GCA_902766885.1	Contig	CACXFS000000000	SAMEA6149341	uncultured Ruminococcus sp.	RUG11207
GCA_902766795.1	Contig	CACXFA000000000	SAMEA6149336	uncultured Ruminococcus sp.	RUG11202
GCA_902766775.1	Contig	CACXEX000000000	SAMEA6149325	uncultured Ruminococcus sp.	RUG11191
GCA_902766115.1	Contig	CACXCL000000000	SAMEA6149264	uncultured Ruminococcus sp.	RUG11130
GCA_902765885.1	Contig	CACXBN000000000	SAMEA6149245	uncultured Ruminococcus sp.	RUG11111
GCA_902766335.1	Contig	CACXDI000000000	SAMEA6149283	uncultured Ruminococcus sp.	RUG11149
GCA_902766305.1	Contig	CACXDE000000000	SAMEA6149287	uncultured Ruminococcus sp.	RUG11153
GCA_902765315.1	Scaffold	CACWZJ000000000	SAMEA6149188	uncultured Ruminococcus sp.	RUG11054
GCA_902765525.1	Scaffold	CACXAB000000000	SAMEA6149208	uncultured Ruminococcus sp.	RUG11074
GCA_902765625.1	Scaffold	CACXAO000000000	SAMEA6149213	uncultured Ruminococcus sp.	RUG11079
GCA_902765855.1	Scaffold	CACXBF000000000	SAMEA6149236	uncultured Ruminococcus sp.	RUG11102
GCA_902771755.1	Scaffold	CACXYD000000000	SAMEA6149840	uncultured Ruminococcus sp.	RUG11705
GCA_902770765.1	Scaffold	CACXUE000000000	SAMEA6149738	uncultured Ruminococcus sp.	RUG11603
GCA_902774325.1	Scaffold	CACYIC000000000	SAMEA6150094	uncultured Ruminococcus sp.	RUG11959
GCA_902774775.1	Scaffold	CACYJO000000000	SAMEA6150136	uncultured Ruminococcus sp.	RUG12001
GCA_902773135.1	Contig	CACYDP000000000	SAMEA6149980	uncultured Ruminococcus sp.	RUG11845
GCA_902773165.1	Contig	CACYDO000000000	SAMEA6149979	uncultured Ruminococcus sp.	RUG11844
GCA_902773155.1	Contig	CACYDK000000000	SAMEA6149975	uncultured Ruminococcus sp.	RUG11840
GCA_902772845.1	Contig	CACYCI000000000	SAMEA6149948	uncultured Ruminococcus sp.	RUG11813
GCA_902773045.1	Contig	CACYDE000000000	SAMEA6149967	uncultured Ruminococcus sp.	RUG11832
GCA_902773065.1	Contig	CACYDD000000000	SAMEA6149966	uncultured Ruminococcus sp.	RUG11831
GCA_902772955.1	Contig	CACYCV000000000	SAMEA6149959	uncultured Ruminococcus sp.	RUG11824
GCA_902773025.1	Contig	CACYDC000000000	SAMEA6149963	uncultured Ruminococcus sp.	RUG11828
GCA_902773035.1	Contig	CACYDB000000000	SAMEA6149968	uncultured Ruminococcus sp.	RUG11833
GCA_902773455.1	Contig	CACYEW000000000	SAMEA6150004	uncultured Ruminococcus sp.	RUG11869
GCA_902773525.1	Contig	CACYES000000000	SAMEA6150009	uncultured Ruminococcus sp.	RUG11874
GCA_902773635.1	Scaffold	CACYFH000000000	SAMEA6150024	uncultured Ruminococcus sp.	RUG11889
GCA_902773395.1	Contig	CACYEJ000000000	SAMEA6149995	uncultured Ruminococcus sp.	RUG11860
GCA_902773385.1	Contig	CACYEL000000000	SAMEA6149994	uncultured Ruminococcus sp.	RUG11859
GCA_902773405.1	Contig	CACYED000000000	SAMEA6149996	uncultured Ruminococcus sp.	RUG11861
GCA_902773245.1	Contig	CACYDY000000000	SAMEA6149984	uncultured Ruminococcus sp.	RUG11849
GCA_902773265.1	Contig	CACYDZ000000000	SAMEA6149985	uncultured Ruminococcus sp.	RUG11850
GCA_902773325.1	Contig	CACYDW000000000	SAMEA6149986	uncultured Ruminococcus sp.	RUG11851
GCA_902772615.1	Contig	CACYBC000000000	SAMEA6149918	uncultured Ruminococcus sp.	RUG11783
GCA_902772895.1	Contig	CACYCN000000000	SAMEA6149953	uncultured Ruminococcus sp.	RUG11818
GCA_902772855.1	Contig	CACYCG000000000	SAMEA6149951	uncultured Ruminococcus sp.	RUG11816
GCA_902772785.1	Contig	CACYBW000000000	SAMEA6149937	uncultured Ruminococcus sp.	RUG11802
GCA_902772755.1	Contig	CACYCD000000000	SAMEA6149936	uncultured Ruminococcus sp.	RUG11801
GCA_902767125.1	Contig	CACXGJ000000000	SAMEA6149367	uncultured Ruminococcus sp.	RUG11233
GCA_902767035.1	Contig	CACXFU000000000	SAMEA6149353	uncultured Ruminococcus sp.	RUG11219
GCA_902767285.1	Contig	CACXHC000000000	SAMEA6149389	uncultured Ruminococcus sp.	RUG11255
GCA_902767325.1	Contig	CACXGW000000000	SAMEA6149388	uncultured Ruminococcus sp.	RUG11254
GCA_902767155.1	Contig	CACXGC000000000	SAMEA6149362	uncultured Ruminococcus sp.	RUG11228
GCA_902767185.1	Contig	CACXGI000000000	SAMEA6149369	uncultured Ruminococcus sp.	RUG11235
GCA_902767175.1	Contig	CACXGH000000000	SAMEA6149365	uncultured Ruminococcus sp.	RUG11231
GCA_902767845.1	Scaffold	CACXIV000000000	SAMEA6149438	uncultured Ruminococcus sp.	RUG11304
GCA_902767635.1	Scaffold	CACXIE000000000	SAMEA6149419	uncultured Ruminococcus sp.	RUG11285
GCA_902767485.1	Scaffold	CACXHR000000000	SAMEA6149403	uncultured Ruminococcus sp.	RUG11269
GCA_902767995.1	Scaffold	CACXJR000000000	SAMEA6149454	uncultured Ruminococcus sp.	RUG11320
GCA_902768825.1	Scaffold	CACXMR000000000	SAMEA6149538	uncultured Ruminococcus sp.	RUG11404
GCA_902768565.1	Scaffold	CACXLS000000000	SAMEA6149504	uncultured Ruminococcus sp.	RUG11370
GCA_902768575.1	Contig	CACXLM000000000	SAMEA6149501	uncultured Ruminococcus sp.	RUG11367
GCA_902768535.1	Contig	CACXLL000000000	SAMEA6149506	uncultured Ruminococcus sp.	RUG11372
GCA_902769125.1	Scaffold	CACXOE000000000	SAMEA6149567	uncultured Ruminococcus sp.	RUG11433
GCA_902769955.1	Scaffold	CACXRA000000000	SAMEA6149650	uncultured Ruminococcus sp.	RUG11516
GCA_902770135.1	Scaffold	CACXRL000000000	SAMEA6149676	uncultured Ruminococcus sp.	RUG11541
GCA_902770185.1	Scaffold	CACXRZ000000000	SAMEA6149680	uncultured Ruminococcus sp.	RUG11545
GCA_902757735.1	Contig	CACVWB000000000	SAMEA6148424	uncultured Ruminococcus sp.	RUG10291
GCA_902758035.1	Scaffold	CACVXK000000000	SAMEA6148452	uncultured Ruminococcus sp.	RUG10319
GCA_902758545.1	Scaffold	CACVZB000000000	SAMEA6148506	uncultured Ruminococcus sp.	RUG10373
GCA_902759955.1	Contig	CACWEP000000000	SAMEA6148646	uncultured Ruminococcus sp.	RUG10513
GCA_902759865.1	Contig	CACWEO000000000	SAMEA6148639	uncultured Ruminococcus sp.	RUG10506
GCA_902760135.1	Contig	CACWFH000000000	SAMEA6148668	uncultured Ruminococcus sp.	RUG10535
GCA_902760245.1	Contig	CACWFS000000000	SAMEA6148669	uncultured Ruminococcus sp.	RUG10536
GCA_902759635.1	Contig	CACWDK000000000	SAMEA6148614	uncultured Ruminococcus sp.	RUG10481
GCA_902755525.1	Scaffold	CACVNN000000000	SAMEA6148210	uncultured Ruminococcus sp.	RUG10077
GCA_902755635.1	Scaffold	CACVNZ000000000	SAMEA6148221	uncultured Ruminococcus sp.	RUG10088
GCA_902754985.1	Scaffold	CACVLL000000000	SAMEA6148152	uncultured Ruminococcus sp.	RUG10020
GCA_902756575.1	Scaffold	CACVSA000000000	SAMEA6148308	uncultured Ruminococcus sp.	RUG10175
GCA_902756975.1	Scaffold	CACVTH000000000	SAMEA6148348	uncultured Ruminococcus sp.	RUG10215
GCA_902761695.1	Scaffold	CACWLT000000000	SAMEA6148821	uncultured Ruminococcus sp.	RUG10688
GCA_902761675.1	Scaffold	CACWLE000000000	SAMEA6148819	uncultured Ruminococcus sp.	RUG10686
GCA_902761025.1	Scaffold	CACWIU000000000	SAMEA6148755	uncultured Ruminococcus sp.	RUG10622
GCA_902761345.1	Scaffold	CACWKD000000000	SAMEA6148784	uncultured Ruminococcus sp.	RUG10651
GCA_902761375.1	Scaffold	CACWKB000000000	SAMEA6148788	uncultured Ruminococcus sp.	RUG10655
GCA_902760215.1	Contig	CACWFT000000000	SAMEA6148673	uncultured Ruminococcus sp.	RUG10540
GCA_902762395.1	Scaffold	CACWOA000000000	SAMEA6148889	uncultured Ruminococcus sp.	RUG10756
GCA_902762335.1	Scaffold	CACWNZ000000000	SAMEA6148888	uncultured Ruminococcus sp.	RUG10755
GCA_902762375.1	Scaffold	CACWNY000000000	SAMEA6148884	uncultured Ruminococcus sp.	RUG10751
GCA_902762615.1	Scaffold	CACWOX000000000	SAMEA6148917	uncultured Ruminococcus sp.	RUG10784
GCA_902762785.1	Scaffold	CACWPL000000000	SAMEA6148929	uncultured Ruminococcus sp.	RUG10795
GCA_902762735.1	Scaffold	CACWPP000000000	SAMEA6148932	uncultured Ruminococcus sp.	RUG10798
GCA_902762505.1	Scaffold	CACWOQ000000000	SAMEA6148900	uncultured Ruminococcus sp.	RUG10767
GCA_902763105.1	Scaffold	CACWQX000000000	SAMEA6148966	uncultured Ruminococcus sp.	RUG10832
GCA_902763365.1	Scaffold	CACWRT000000000	SAMEA6148985	uncultured Ruminococcus sp.	RUG10851
GCA_902763855.1	Scaffold	CACWTM000000000	SAMEA6149037	uncultured Ruminococcus sp.	RUG10903
GCA_902763835.1	Scaffold	CACWTQ000000000	SAMEA6149038	uncultured Ruminococcus sp.	RUG10904
GCA_902764235.1	Scaffold	CACWVH000000000	SAMEA6149078	uncultured Ruminococcus sp.	RUG10944
GCA_902801715.1	Scaffold	CADCJK000000000	SAMEA6152831	uncultured Ruminococcus sp.	RUG14692
GCA_902802105.1	Scaffold	CADCKR000000000	SAMEA6152872	uncultured Ruminococcus sp.	RUG14733
GCA_902802795.1	Scaffold	CADCNI000000000	SAMEA6152938	uncultured Ruminococcus sp.	RUG14799
GCA_902802975.1	Contig	CADCOF000000000	SAMEA6152965	uncultured Ruminococcus sp.	RUG14826
GCA_902802985.1	Contig	CADCOE000000000	SAMEA6152961	uncultured Ruminococcus sp.	RUG14822
GCA_902802955.1	Contig	CADCOH000000000	SAMEA6152966	uncultured Ruminococcus sp.	RUG14827
GCA_902801055.1	Scaffold	CADCGS000000000	SAMEA6152777	uncultured Ruminococcus sp.	RUG14638
GCA_902801245.1	Scaffold	CADCHW000000000	SAMEA6152801	uncultured Ruminococcus sp.	RUG14662
GCA_902803585.1	Contig	CADCQO000000000	SAMEA6153019	uncultured Ruminococcus sp.	RUG14880
GCA_902803425.1	Contig	CADCQB000000000	SAMEA6153013	uncultured Ruminococcus sp.	RUG14874
GCA_902803805.1	Contig	CADCRH000000000	SAMEA6153045	uncultured Ruminococcus sp.	RUG14906
GCA_902803385.1	Contig	CADCPT000000000	SAMEA6152999	uncultured Ruminococcus sp.	RUG14860
GCA_902803035.1	Contig	CADCON000000000	SAMEA6152970	uncultured Ruminococcus sp.	RUG14831
GCA_902803255.1	Contig	CADCPG000000000	SAMEA6152993	uncultured Ruminococcus sp.	RUG14854
GCA_902803125.1	Contig	CADCOZ000000000	SAMEA6152979	uncultured Ruminococcus sp.	RUG14840
GCA_902798605.1	Scaffold	CADBXH000000000	SAMEA6152525	uncultured Ruminococcus sp.	RUG14387
GCA_902798185.1	Scaffold	CADBVT000000000	SAMEA6152480	uncultured Ruminococcus sp.	RUG14342
GCA_902798365.1	Scaffold	CADBWP000000000	SAMEA6152501	uncultured Ruminococcus sp.	RUG14363
GCA_902797825.1	Contig	CADBUN000000000	SAMEA6152450	uncultured Ruminococcus sp.	RUG14312
GCA_902797835.1	Contig	CADBUO000000000	SAMEA6152448	uncultured Ruminococcus sp.	RUG14310
GCA_902797885.1	Contig	CADBUP000000000	SAMEA6152452	uncultured Ruminococcus sp.	RUG14314
GCA_902797485.1	Contig	CADBTF000000000	SAMEA6152419	uncultured Ruminococcus sp.	RUG14281
GCA_902797525.1	Contig	CADBSZ000000000	SAMEA6152413	uncultured Ruminococcus sp.	RUG14275
GCA_902797495.1	Contig	CADBTH000000000	SAMEA6152410	uncultured Ruminococcus sp.	RUG14272
GCA_902797535.1	Contig	CADBTD000000000	SAMEA6152411	uncultured Ruminococcus sp.	RUG14273
GCA_902797655.1	Contig	CADBTV000000000	SAMEA6152439	uncultured Ruminococcus sp.	RUG14301
GCA_902799325.1	Scaffold	CADCAD000000000	SAMEA6152586	uncultured Ruminococcus sp.	RUG14448
GCA_902799245.1	Scaffold	CADBZY000000000	SAMEA6152599	uncultured Ruminococcus sp.	RUG14461
GCA_902798755.1	Scaffold	CADBYC000000000	SAMEA6152540	uncultured Ruminococcus sp.	RUG14402
GCA_902800065.1	Scaffold	CADCDE000000000	SAMEA6152667	uncultured Ruminococcus sp.	RUG14529
GCA_902800885.1	Scaffold	CADCFW000000000	SAMEA6152749	uncultured Ruminococcus sp.	RUG14610
GCA_902800795.1	Scaffold	CADCFQ000000000	SAMEA6152746	uncultured Ruminococcus sp.	RUG14607
GCA_902778145.1	Scaffold	CACYWW000000000	SAMEA6150482	uncultured Ruminococcus sp.	RUG12346
GCA_902778175.1	Scaffold	CACYWT000000000	SAMEA6150483	uncultured Ruminococcus sp.	RUG12347
GCA_902778235.1	Scaffold	CACYXG000000000	SAMEA6150487	uncultured Ruminococcus sp.	RUG12351
GCA_902778205.1	Scaffold	CACYWX000000000	SAMEA6150484	uncultured Ruminococcus sp.	RUG12348
GCA_902778725.1	Scaffold	CACYYS000000000	SAMEA6150531	uncultured Ruminococcus sp.	RUG12395
GCA_902778825.1	Scaffold	CACYZH000000000	SAMEA6150548	uncultured Ruminococcus sp.	RUG12412
GCA_902778985.1	Scaffold	CACYZS000000000	SAMEA6150558	uncultured Ruminococcus sp.	RUG12422
GCA_902780445.1	Scaffold	CACZFU000000000	SAMEA6150706	uncultured Ruminococcus sp.	RUG12570
GCA_902780505.1	Scaffold	CACZFN000000000	SAMEA6150715	uncultured Ruminococcus sp.	RUG12579
GCA_902779225.1	Scaffold	CACZAW000000000	SAMEA6150587	uncultured Ruminococcus sp.	RUG12451
GCA_902779285.1	Scaffold	CACZAZ000000000	SAMEA6150586	uncultured Ruminococcus sp.	RUG12450
GCA_902779615.1	Scaffold	CACZCM000000000	SAMEA6150624	uncultured Ruminococcus sp.	RUG12488
GCA_902779425.1	Scaffold	CACZBQ000000000	SAMEA6150612	uncultured Ruminococcus sp.	RUG12476
GCA_902776375.1	Scaffold	CACYPV000000000	SAMEA6150301	uncultured Ruminococcus sp.	RUG12166
GCA_902776945.1	Scaffold	CACYSH000000000	SAMEA6150356	uncultured Ruminococcus sp.	RUG12221
GCA_902776885.1	Scaffold	CACYRV000000000	SAMEA6150350	uncultured Ruminococcus sp.	RUG12215
GCA_902776875.1	Scaffold	CACYRY000000000	SAMEA6150352	uncultured Ruminococcus sp.	RUG12217
GCA_902777275.1	Scaffold	CACYTI000000000	SAMEA6150388	uncultured Ruminococcus sp.	RUG12253
GCA_902777435.1	Scaffold	CACYTW000000000	SAMEA6150405	uncultured Ruminococcus sp.	RUG12270
GCA_902775265.1	Scaffold	CACYLO000000000	SAMEA6150179	uncultured Ruminococcus sp.	RUG12044
GCA_902775145.1	Scaffold	CACYKZ000000000	SAMEA6150171	uncultured Ruminococcus sp.	RUG12036
GCA_902776185.1	Scaffold	CACYPH000000000	SAMEA6150289	uncultured Ruminococcus sp.	RUG12154
GCA_902781475.1	Scaffold	CACZJS000000000	SAMEA6150815	uncultured Ruminococcus sp.	RUG12679
GCA_902781565.1	Scaffold	CACZJT000000000	SAMEA6150821	uncultured Ruminococcus sp.	RUG12685
GCA_902780695.1	Scaffold	CACZGM000000000	SAMEA6150729	uncultured Ruminococcus sp.	RUG12593
GCA_902781145.1	Scaffold	CACZIE000000000	SAMEA6150771	uncultured Ruminococcus sp.	RUG12635
GCA_902783065.1	Contig	CACZPV000000000	SAMEA6150973	uncultured Ruminococcus sp.	RUG12837
GCA_902783115.1	Contig	CACZPW000000000	SAMEA6150980	uncultured Ruminococcus sp.	RUG12844
GCA_902783235.1	Contig	CACZQG000000000	SAMEA6150985	uncultured Ruminococcus sp.	RUG12849
GCA_902782875.1	Contig	CACZPE000000000	SAMEA6150950	uncultured Ruminococcus sp.	RUG12814
GCA_902783005.1	Contig	CACZPI000000000	SAMEA6150965	uncultured Ruminococcus sp.	RUG12829
GCA_902782885.1	Contig	CACZOW000000000	SAMEA6150959	uncultured Ruminococcus sp.	RUG12823
GCA_902782785.1	Contig	CACZOH000000000	SAMEA6150936	uncultured Ruminococcus sp.	RUG12800
GCA_902782735.1	Contig	CACZOC000000000	SAMEA6150931	uncultured Ruminococcus sp.	RUG12795
GCA_902782445.1	Scaffold	CACZNC000000000	SAMEA6150906	uncultured Ruminococcus sp.	RUG12770
GCA_902782645.1	Contig	CACZNV000000000	SAMEA6150926	uncultured Ruminococcus sp.	RUG12790
GCA_902785365.1	Scaffold	CACZYC000000000	SAMEA6151191	uncultured Ruminococcus sp.	RUG13054
GCA_902785425.1	Scaffold	CACZYP000000000	SAMEA6151201	uncultured Ruminococcus sp.	RUG13064
GCA_902785485.1	Scaffold	CACZZA000000000	SAMEA6151214	uncultured Ruminococcus sp.	RUG13077
GCA_902785355.1	Scaffold	CACZYF000000000	SAMEA6151196	uncultured Ruminococcus sp.	RUG13059
GCA_902785285.1	Scaffold	CACZYJ000000000	SAMEA6151195	uncultured Ruminococcus sp.	RUG13058
GCA_902785335.1	Scaffold	CACZYH000000000	SAMEA6151200	uncultured Ruminococcus sp.	RUG13063
GCA_902785005.1	Scaffold	CACZXA000000000	SAMEA6151160	uncultured Ruminococcus sp.	RUG13024
GCA_902784835.1	Scaffold	CACZWE000000000	SAMEA6151146	uncultured Ruminococcus sp.	RUG13010
GCA_902784805.1	Scaffold	CACZWD000000000	SAMEA6151140	uncultured Ruminococcus sp.	RUG13004
GCA_902785965.1	Scaffold	CADAAH000000000	SAMEA6151254	uncultured Ruminococcus sp.	RUG13117
GCA_902785585.1	Scaffold	CACZZI000000000	SAMEA6151222	uncultured Ruminococcus sp.	RUG13085
GCA_902785555.1	Scaffold	CACZZB000000000	SAMEA6151210	uncultured Ruminococcus sp.	RUG13073
GCA_902785765.1	Scaffold	CACZZU000000000	SAMEA6151234	uncultured Ruminococcus sp.	RUG13097
GCA_902784685.1	Scaffold	CACZWA000000000	SAMEA6151135	uncultured Ruminococcus sp.	RUG12999
GCA_902784545.1	Scaffold	CACZVC000000000	SAMEA6151111	uncultured Ruminococcus sp.	RUG12975
GCA_902783995.1	Contig	CACZTG000000000	SAMEA6151064	uncultured Ruminococcus sp.	RUG12928
